asin,category,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
B00HPM1FZ0,Electronics,"[0, 0]",3,"There's a reason I have both a laptop computer and a tablet. Tablets are really best used for viewing things--books, video, web pages. The Belkin keyboard case does make it more convenient to product on my Kindle Fire, and in a dire emergency a few weeks back, when I had to make edits to a presentation I was giving and had issues with the PowerPoint on my laptop, the combination of this keyboard and the Kindle Fire no less than saved my bacon. Even so, I can't go nuts i my praise of this product because I did not find it intuitive to use and the instructions that came with it are inaqequate (for me, at least--but I'm just this side of Amish when it comes to new electronics). I'm not sorry I have it, and I keep it on hand for the kind of emergency I had before, but I'm thankful I have a laptop I can use when typing is an absolute necessity.","05 15, 2014",A3QSM5XHPL1T6Y,"Greg ""Saganite""","Adds a layer of convenience, but...",1400112000
B00JAZGU3C,Electronics,"[0, 0]",4,"II really like this case. The swivel is awesome, and it is well implemented. I have all sorts of rulebooks and supplemental books on PDF on my iPad (I'm an RPG gamer), and to be able to stand my iPad in portrait mode is a real improvement for reading all the portrait-oriented PDFs. I also like that is comes with the automatic magnet lock; not only does this keep the case securely closed (it's a strong magnent), but it also prevents the cover from flopping when I'm holding the device.I am not a huge fan of the faux black leather finish. It shows fingerprints and smudges very easily. I wipe it down a lot more than I did my previous cover.","07 7, 2014",A1UKA7HUAQAMY,"Alison Hudson ""Ariamythe""","Books in Portrait Mode, As Needed!",1404691200
B00081A2KY,Electronics,"[2, 2]",1,"These DVD's aren't recognized by my computer or an external superdrive. I've given them to others who have had a similar experience and those gave to others, and they also couldn't get them to be recognized.I've read since online that a lot of these now are being subcontracted out to Chinese companies who evidently aren't too interested in whether they actually work so much as having them &#34;look&#34; like a dvd.Sorry business. I would hope Amazon would screen these products and ban them from the website.I could have gotten a return on my money, but by the time I got around to trying these out, the return window had closed.Verbatim has been a good product in the past, but evidently they have stopped making use of their quality control department.Save your money.","03 22, 2014",A3D1DBYJA72PUF,Ted M. Johnson,Totally useless product,1395446400
B006BZTVQM,Electronics,"[0, 0]",5,The film was clear and easy to put on. Thanks!,"07 10, 2014",A1P08DNDPU3RRW,-J-,Five Stars,1404950400
B00CEO4SH6,Electronics,"[0, 0]",5,"Working almost 8 hours a day with a computer demands a good mouse. I'm glad I got this one and after 3 weeks of working with it, my hand is very grateful. Soon I'll have to change the keyboard as well.","03 20, 2014",AGM1MHGDID17W,Amazon Customer,My hand is less tired,1395273600
B008XVAVAW,Electronics,"[1, 1]",4,"The case was better than expected and has a little Pi logo on it and the power supply is 1a, just right. The rPi performed just as expected with my XBMC setup. I would buy again if I needed another one.","01 26, 2014",A10B6G6W3DW1EY,Luopo,Good package,1390694400
B008GTAPSO,Electronics,"[0, 1]",1,"This provides almost no IR illumination. I know it is cheap, but since it doesn't work, it's worth zero. Wasn't even worth my time to box it up and ship it back","05 15, 2014",A2RYJQPMNVOWK6,Jack,Naw,1400112000
B00DVFLJDS,Electronics,"[0, 5]",2,"Didn't buy it on Amazon, but did get a Nexus 7 for my daughter. Less than a month later it is dead. She dropped it in a parking lot and the screen cracked, single crack width-wise across the device. Now all screen touches torque the crack and are unintelligible to the device. It is useless. She's only 11, so the fall was only 3 feet or so. Although I wasn't happy to see the device dropped, I didn't expect it to become inoperable. I think these devices are too fragile.If you buy one, be sure to get the replacement insurance. I didn't. (Sad face.)","01 22, 2014",A283ZFTEYOS69U,Ocean State Prime,easy to crack screen,1390348800
B004M5H660,Electronics,"[1, 1]",5,"We have had over 12 different warranties and wish we had had them on other eligible things.  We have had to make several claims on items and each time, we were taken care of very quickly.  The resolutions ranged from fixing our Acer Tablet to full reimbursement on a couple smaller items.  Having them put reimbursements/refunds on an Amazon gift card even added 3% more!  All I can say is that the folks there are great to deal with.  We have made a claim where we had to call it in because we submitted the wrong receipt and the service rep had me email the receipt right then and she attached it for me.  She also went through every other active warranty and made sure the receipts were there and verified them with me.  We've also made a claim online, never spoke to anyone and had the claim resolved and reimbursed in less than a week - even having to return an item to them!  That is service above and beyond.  Square Trade absolutely is the best warranty.  Combined with Amazon, you've got a combination that cannot be beat!  They are light years better than any other department store or &#34;in-house&#34; warranty. Thank you Square Trade!","02 27, 2014",A2P06K653ZTGXN,Amazon Customer,The Best Warranty Ever!!!  The only one you should ever buy!!,1393459200
B00CKNOVLO,Electronics,"[0, 0]",3,"Pros:  Size, shape, and priceCons: material, build quality, and lack of documentationThis case could've been a winner if they just made the case slightly longer to accommodate other power supplies.  The case metal is very flimsy and difficult to re-close the case as the sides are too flimsy and won't stay straight.The front power button is really easy to break had to return one because the power button broke on just a few clicks.  The button cut-out was not very well done, the USB port can easily fall out if the panel was loose.After you manage you get everything in snug the case is pretty quiet and small.","03 24, 2014",A1GSFWTV6ANCUF,KevT,Ok mini-ITX case and could been better,1395619200
B00A29UX2O,Electronics,"[0, 0]",5,"I bought this about half a year ago, and everything is still working great. Good color, sharp, and functions well in everything needs to do.","02 18, 2014",A3IHGRIXJQNTQK,Walter R. Taylor,At six months. Still working well.,1392681600
B004YIFP04,Electronics,"[1, 1]",5,"This was the first tablet I ever purchased and after 2 years of use or more the case was getting framed on the edges, and was shifting around the same. So while I was getting the battery I went ahead and purchased this. It's an factory case, much better than a case I got from eBay.","02 17, 2014",A2XWP890G6ARFW,Richard Reeves,Made my old Thrive look great.,1392595200
B009YGGKXC,Electronics,"[0, 0]",5,"I bought so many of these, they either were poorly made, smelled like the leather was chemcial or came from somewhere i didnt even want to know, or blocked off ports/features of the tablet.This one works great! since it can rotate i can use it with or without the keyboard or kickback stand. Whatever you want! great quality, put together better then the other once which seem to be held together by cheap glew. This one is basically the same way i got it six months ago, not falling apart or anything!From whats out there, and with this price, GET IT stop stressing like me and researching for weeks on in ;) i did it for you","05 25, 2014",A1N2CS070PSEGM,Raxavier,THE BEST!,1400976000
B00JC5Y6YA,Electronics,"[2, 4]",1,"I am old enough to remember when Word Perfect came in about 50 5   inch floppy disks.  If you are not old enough to remember those, they looked likeQty 200 New 5 1/4 Inch 1.2 MB Floppy Disks Diskettes Redexcept generally in black, and they are now called Legacy floppy disks.  I still have work saved on those things.  Scary, huh?  The computer started with a C Prompt and when you loaded in the program and the things you needed, then you had to switch out discs as you worked.  I had a second drive to save work on so at least I was saved that indignity.  Word Perfect was a language all its own.  The shortcut keys and the F keys were a beautiful thing: a language.  Once you learned it, it was always there somewhere.Anyway, WordPerfect was First Class all the way.It may still be, but I have no way of knowing that.WordPerfect Office x7 should have been very easy to set it up.  The DVD comes in the box, which was a novelty, not the box, but the DVD.  But my computer said it was blank.  The directions sent me to a website that no longer exists.1. Blank disc;2. sent me to a web address that does not exist;3. Contacted support by chat & was told to download it from the disk OR to copy it to a USB and download it;4. Repeated the explanation for the problem and was told to contact technical support;5. Finally found a webpage, selected support and was given a list of options to watch videos or open prewritten sections to give me help OR to give me help IF I had a warranty support code.  ALL for Word Perfect Office X6.  (This is not.);6. When clicking on the option How to install from the disc/Bad disc, it suggests:a. To use a different discb. Wipe the disc with a soft clothc. Check to see if I have a dual layered DVD drive to install CorelDRAW;7. Going back to the beginning to get support for a product,  WordPerfect Office is not listed as a choice.Considering that I, as the user, was not to blame for the bad disk, the website gave me a lot of runaround.  Instead I was delivered into the many circles of hell.This review was written with Word.","06 30, 2014",A2503LT8PZIHAD,"Gertrude, the Innocent ""Live well, laugh loud...",This review was written with Word.,1404086400
B008OHRJ32,Electronics,"[0, 0]",1,"This cover is not good. It was not easy to apply to my tablet. Also, I could not use the touch screen easy so I had to remove it from my tablet. Glad I didn't spend a lot of money for it.","01 25, 2014",A3SKEHFQEQE0A6,star700,Not Good,1390608000
B003ZBZ64Q,Electronics,"[0, 0]",5,"I learned about this charger from a respected friend and was needing something powerful enough to charge a couple devices for my family outings and long car trips. My wife has just put this in her purse and she can use it when her iPhone gets low or when the kids are having to wait for long periods of time with their iPad Mini. The kids were so excited about how it worked, they didn't want to plug into the wall anymore. So I had to stop that habit.It's simple to operate. Hold down the power button for a few seconds to turn it on or turn it off. And you can get a couple extra USB cables to charge your devices and wrap them around the iCarrier.It should have 500 charge cycles, so for me that should last several years. And I shouldn't have to hear the panic of &#34;Daddy, I'm at 2%!!!&#34;","05 1, 2014",A37XMW0V7HV15M,Chad Huff,So far so good,1398902400
B00DPC015E,Electronics,"[0, 0]",1,"Mouse worked somewhat okay for about an hour... It was fine while you were using it, but if I didn't use the mouse for a couple of minutes, the mouse pointer would track very slowly for the first few seconds. Then all of a sudden, after about an hour, it was in permanent slow-mo mode, like many others described.Also I have hands that are a little larger than most, but not massive and the thumb rest was a little tight. The mouse was also flatter than most that I was used to, but I think I would have gotten used to it. I thought the lights were kind of dumb, but the lighted scroll wheel did have nice meaty 'nubs' that made it very easy for my finger to scroll as much as I wanted to.Would have been a good mouse had it actually worked.","03 21, 2014",AMY6O4Z9HINO0,J. Foust,Save your money!,1395360000
B007YKUWN4,Electronics,"[0, 0]",5,I bought these for my trip to Ireland. Worked great - not a problem. Had plenty for the whole family!,"06 17, 2014",A31CV2VPOBL1IC,Roxstar Runner,Works in Ireland,1402963200
B001B076KU,Electronics,"[0, 0]",4,"This small dynamo is just what the hands ordered.  I have had problems with other screen touch stylus', but not the eforcity one.  It does exactly what the ad says.  It is an extra finger to work with the touchable screens. Cudos to eForCity.","01 8, 2014",A20EKR5CPNSC42,texarkman,Hit and Run,1389139200
B00ELPSEVW,Electronics,"[0, 0]",5,"My computer sits on the floor, tucked away under my desk.  It was becoming increasingly unhandy and annoying to get down on the floor in a dark space whenever I needed to insert a USB memory stick or plug in one of the many devices that charge and/or sync via USB.  I had also run out of USB ports on my computer, thus I was always having to unplug something to plug something else in.So I got one of these, plugged it in to just 1 of the USB ports on my computer, and put this device itself in the pull-out keyboard tray under my desk.  Now when I need to plug in a USB memory stick, I can do so into a USB port that is right at my fingertips.  And I now have enough USB ports so I can leave the cords for 2 of my phones/devices permanently attached to ports on this device, which is also very handy.The low profile of this device made it perfect for keeping in my pull-out keyboard tray.My only complaint, albeit a tiny one, is that this device is so small and light that it slides around and won't stay put.  Maybe some thick double-sided tape on the bottom?","04 4, 2014",A2DZ0QRHRXIE5V,J. Peterson,Now I have USB ports within arm's reach,1396569600
B003VGUGBS,Electronics,"[0, 0]",1,These Chinese-made adapters failed to snuggly hold the 3.5mm male plugged into it. The 3.5mm male kept falling out of the adapter even when not stretched. DO NOT WASTE YOUR MONEY ON THESE.,"04 26, 2014",A28XMCDOV3QUTJ,RUSSELL JONES,"They look nice, but totally USELESS",1398470400
B00511PS3C,Electronics,"[0, 0]",3,"This is nice when I travel with my wife.  We can both charge our phones without worry.  However, the cheap plastic leaves something to desire.  The silver top (where the USB ports plug in) has popped off a few times.  Easy enough to put back together, but cheap overall.","04 12, 2014",A2VECOO9I2GWCZ,A. Vanness,"Gets the job done, but cheap plastic mold",1397260800
B0018QNYVM,Electronics,"[1, 1]",5,"Great sound, great size. I use them for rear surround sound on the home theater system and they do the job well","01 11, 2014",A2H23PJ773B938,ANDREW WALL,Perfect,1389398400
B00427TAIK,Electronics,"[0, 0]",5,"I have owned this mouse for years.  I also own a newer Anker vertical mouse.  The VM4 has softer buttons, better button placement and cradles the hand better, but also costs a fortune more.  The VM4 also tends to accidently get its buttons clicked which can be annoying, and the Anker mouse is much sexier.  Either mouse will help a lot with wrist problems, but the VM4 will help the most.","03 7, 2014",A1YWMPU4NRLSW1,Michael Cline,"There are lower-cost alternatives, but this one is best.",1394150400
B005LJQM3Y,Electronics,"[0, 0]",5,"This is the third cable I ordered and it works!  The previous 2 were DOA, which surprises me; how can you sell cables that just don't work?  BlueRigger on the other hand sent me what looks to be a very high quality cable.  It is heavy with molded ends that  appear to be second to none in quality.  Pros:  It works.  Cons: NoneBOTTOM LINE:  It works at a very affordable price!","03 19, 2014",AXMFIPND03T1S,JWBennett,Finally!  One that works!,1395187200
B006I04AIO,Electronics,"[0, 0]",2,"This is a nice little USB drive however the transfer rate is VERY slow. To copy a 1GB file took an hour. To copy 200MB it took around 12min. If you are planing to save small files on this drive that it will work for you, otherwise find something else.","02 20, 2014",A24WGS0W9XBFII,bigt,VERY SLOW,1392854400
B005INYDMA,Electronics,"[0, 1]",1,"None of the pros of the case or speed matter because the usb connector on this is cheap garbage.It literally lasted 10 days before breaking entirely (with extremely light use). The solder points on the chip inside broke rendering the entire thing useless.Avoid at all costs, try something else.","03 19, 2014",A2W7MVWWUVAIXF,G. White,Absolute rubbish,1395187200
B00GTGETFG,Electronics,"[0, 0]",5,This is an excellent charger.  I no longer have to make sure that my iphone and ipad are plugged into the correct wattage chargers as the Anker provides the wattage needed for each instrument.  The Anker also frees-up space on your surge protector or wall socket and creates a neater charging environment.  I highly recommend this product.,"06 23, 2014",A21ITSL0BRRXVM,KL,Anker 40W 5-port family sized desktop USB charger,1403481600
B00CX6QBIO,Electronics,"[3, 3]",5,"I had bought a cheaper (only by 10 dollars) antenna that had about a 4.5 star rating. I thought it would do what I needed but I was wrong. After finishing the assembly and getting on my roof and mounting it to the existing antenna pole with my older boom type antenna......it did absolutely NOTHING. I looked more and found this antenna. Although it only had a handful of reviews they were mostly 5 star with one being a 4 star. So I took the gamble and bought this  I am glad I did. This is a very nice antenna. It is nice looking, well constructed and seems to be made of good material. I finished the assembly required, mounted it on the side of my antenna pole and instantly picked up two channels that were fringe channels with my older boom type antenna and also picked up 3 more channels that were not received at all with the boom antenna. I am very pleased with this antenna and have no doubt that it would have picked up the ones I am already getting with my boom antenna as well. But I bought this to augment my boom antenna, not replace it. I thought if I got a couple of smaller antennas and pointed them slightly different than the boom, I might get better coverage. I would highly recommend this antenna. It has done a good job for me and I think it will for you as well.","04 25, 2014",A3FFZQKCA7UOYY,"TheWaldo ""W.""",Very nice antenna and works well.,1398384000
B009O7YORK,Electronics,"[1, 2]",5,"This is a great fast processor, multitasking is very fast, it just runs everything very well. Only downside is this processor does run a little on the warm side, I would recommend getting something a little better than the stock cooler if your case is not great on cooling, for my build I found a great deal on a liquid cooler which works great on keeping it running cool, before the liquid cooler on the stock air cooler I would hit temps as high as 145 F under load, while now on the liquid cooler I might hit 110 F under load, if your looking for a good performer for the price ratio I would recommend this processor if its still available","01 3, 2014",A28O9KEI7Q3L2L,B. Ablia,"Great CPU, just wish it had actual 6 physical cores",1388707200
B000S5Q9CA,Electronics,"[0, 0]",4,"very quick charge, good quality. I don't like that the cord is underneath the body of the charger, it seems like it would snap or break much easier but so far no problems.","02 21, 2014",A3AG0O4QRTJLXV,Rostislav Livinsky,QUICK,1392940800
B00BXWQTDQ,Electronics,"[2, 2]",4,"I just recently got cheated out of my car getting fixed when someone backed into my car because they lied on the police report and the insurance company. Went online looking everywhere for a camera to record everything in case the situation ever happens again. This camera works great for that reason.Pros: Video quality is alright for the price, mounts perfectly behind review mirror, small and portablecons: Setting up the rear view camera is easy but a mess trying to find how and where to secure the wire, night time video is not so great, camera gets very hot, Not all buttons work on the remote that comes with.Overall for the price you are paying for it and a little extra for a memory card you cannot beat the price to help you out in  insurance claims.","02 6, 2014",AFC15B0Q8P5V8,Garrett,Great product,1391644800
B009AJFUOI,Electronics,"[0, 0]",5,"This case is about as ideal as could be designed for the 7th gen iPod nano--good protection with excellent access to ports and controls. It looks nice and appears quite durable. And it comes with a lifetime guarantee to boot.I had a problem with the original shipment of the case, which was sent on 12/2 via Royal Mail from the UK not arriving for a month, but when I contacted customer service they promptly shipped me a replacement. The original shipment arrived more than a month from the date it was shipped (NOT the fault of Proporta, mind you--Customs? Snail Mail in US or UK?) and the replacement arrived a couple of days later--a more normal timeframe. In any event, I like the case enough that I intend to pay for the second case and use it with my second nano.Color me a VERY happy camper!","01 13, 2014",AG9VMJYTDNO95,Woody,"Ideal case, responsive customer service",1389571200
B00E3X3RT6,Electronics,"[0, 0]",5,We bought this Wireless Mouse for our new Samsung Chromebook and it works just great. We never could get comfortable with our finger as a mouse.  My wife uses it on the arm of the chair when using on the Chromebook. Can't be happier.,"03 11, 2014",A3EXTAK2ZZLXAU,Wayne E. Kent,Works great with our Samsung Chromebook,1394496000
B00HNFPZF0,Electronics,"[0, 0]",5,"The Gladius Air Rugged iPad Air case, NT611GR is built with high quality. I have no doubt that my IPad will be protected well in this case.Pros:+ IPad is fully covered, all ports are sealed, hence excellent protection+ Rugged design, weatherproof outer shell+ Arm stand is very handy, great for watching movies+ Leather strap is good too, keeping the iPad case to my hand without any concern for dropping itCons:- Add quite a bit of weight to the iPad, the stand is good to have but it would be better to make it detachable- Screen protector makes the touch operation less responsiveOverall I like this product. As always a high quality product from New Trent.","07 9, 2014",A1MKOI7TO9VPET,shuning wu,Great protection case for iPad Air,1404864000
B00BE68UZ6,Electronics,"[0, 0]",1,"This case is a hard plastic that covers the back of the iPod.  As far as protection goes, there is none.  Dropped and corner cracked off.I think we are supposed to build some kind of Lego city or whatever on the case but there is no practical way to do that and still carry/use the iPod.It looks cute, but the problems make it a non-starter.  Avoid this case if you're looking for protection.","06 19, 2014",A3UYBRB74RJFXB,Mkhmn,Meh,1403136000
B0009WU65I,Electronics,"[0, 0]",5,this sleeves do the job and with the clear window makes it easy to identify the product inside just on case you aren't a psych.,"01 3, 2014",A2O8UTLR0SDPL6,daniel reyes,work fine to me,1388707200
B0016CFZQ0,Electronics,"[0, 0]",5,"When traveling with my partner, we only had 1 tablet and the airline did not have any entertainment... So I got this, with extra set of headphones and we enjoyed a couple of movies together!! Separate Sound adjuster was great","07 7, 2014",A3B42LAIF4LFSP,Peter Stevens,great,1404691200
B0088PUFT0,Electronics,"[0, 0]",5,Bought this to replace the factory drive in my HP desktop.  Very easy to install & works great.  Recommend this drive to anyone needing an internal hard drive.,"04 24, 2014",A31QK48U799MT1,William Jackson Corbett,Works great,1398297600
B0007XJSQC,Electronics,"[0, 0]",4,"At the first moment that i got this and start using it, i was amazed they work great and i really love them, i will recommend them.","02 19, 2014",A3CYSC7Y6M0143,Jaime Gomez,Good,1392768000
B006NZHJLE,Electronics,"[0, 0]",4,Well manufactures and good quality. fast shipping and exactly what i wanted. Product was exactly as it was described. GREAT!!!!!! Ill be having fun with this broduct,"05 14, 2014",A34IGXDU99NV42,David Simon,nice,1400025600
B009LRR5AQ,Electronics,"[1, 2]",3,Too expensive in today's market.  Nice unit.  Still needs some help in terms of the FW and it being more flexible for folks with HDMI 1.3 needing audio only out to an &#34;older&#34; receiver.  Even if that particular application were addressed it is still too expensive at 500 dollars.  Returned to Amazon.,"07 8, 2014",A3HUC29PTNBYX1,James S. Middleton,Too expensive......,1404777600
B00GA562HO,Electronics,"[0, 1]",3,"I'm a happy owner of the Amazon Kindle Fire HDX Standing Polyurethane Origami Case. In fact, I own two cases for each Kindle Fire HDX. Still, I was willing to try out another case, especially when it retails for half the price of the Origami.Two things jumped out for me when I first saw theTek-nical Case by Incipio: there's an elastic band to hold the Kindle Fire HDX in place and there are no magnets, which on the Origami allows me to automatically turn off my Kindle Fire HDX when I close it.It isn't realistic to expect either the Tek-nical Case or the Origami Case to save the Kindle Fire HDX from a 10-foot drop onto concrete. In our household, the cases are used to protect the screen from spills and scratches. So, the Tek-nical Case lack of functions really puts it behind the Origami Case.CONS:* The Tek-nical Case is only stable for landscape hands-free viewing. In portrait mode, the case slides and wobbles.* There are no magnets, so the Kindle Fire HDX won't automatically turn off when the case is closed.* The elastic band has a cheap feel and doesn't inspire confidence.You get what you pay for. If price is your first consideration, the Tek-nical Case will probably fit your needs. If functionality is more important to you, I recommend theAmazon Kindle Fire HDX Standing Polyurethane Origami Case.Rating: Three stars","05 15, 2014",A3PJZ8TU8FDQ1K,"Jared Castle ""Oregon writer""",Magnets are better than elastic bands,1400112000
B004LTE5JI,Electronics,"[0, 0]",5,Amazon kills most of the competition when it comes to cables.  These cables have great quality and are SO much cheaper than I can find anywhere locally.,"02 6, 2014",A2FJSDEH7M73GF,"R. Blondo ""Electronic Junkie""",It's hard to find better HDMI cables at cheap prices.,1391644800
B0016MF7W2,Electronics,"[0, 0]",5,I put these on my relatively new Sony MDR 7506 based on a few recommendations. These are way more comfortable than the stock ear pads.,"01 24, 2014",A327MCC2GLR8UA,Alex G,Really comfortable,1390521600
B001KC08A4,Electronics,"[0, 0]",5,"You can't beat the functionality for the price. I was struggling to find a remote that would operate my Sony STR-DE335 receiver amplifier. This remote had a code that worked out of the box. It also has a learning function that was able to learn my Samsung smart TV &#34;special&#34; buttons. The macro power button makes it simpe to power on the TV, amplifier and cable box with a single button.","01 20, 2014",A2EDWC66HF0O78,SSufficool,It works with my ancient equipment,1390176000
B0088VIEMO,Electronics,"[0, 0]",5,You can never have enough of these ear inserts. I used to lose them all the time. The quality is great. Comparable to the original buds.,"06 24, 2014",A7Q7Y1Y0BC0IW,"Stacey R. ""Stacey""",Great product,1403568000
B004K2WZS4,Electronics,"[0, 0]",5,Good product. Good price. Did just what I needed it to do.  My cables no longer fall behind my desk.,"02 25, 2014",A4S0VCWMC7801,nkbm,Worked as promised,1393286400
B0037JACXG,Electronics,"[1, 1]",4,most of the items I bought around the time I bought this were taking 3-4 weeks or more for shipping so with this arriving in just 6 days was a real treat.  The cable works as described except this is a SATA connection not an M-SATA which I was expecting giving that it says &#34;Micro SATA&#34;.  That being said it did not work for what I originally bought it for but I have found another use for it which it does work perfectly.,"06 17, 2014",AHI0WKOPMGZ1V,Steven,fast shipping,1402963200
B001EYU3L2,Electronics,"[0, 0]",4,"We got these a few years ago to listen to the radio broadcast of the Indianapolis 500 while we were at the race. I recently took them back out to listen to music on my laptop while I do homework for my college classes. Over this past week I have found that I really enjoy the sound they produce. The noise-canceling is okay at lower sound levels, but is best at louder levels. The comfort is fine for about an hour or two, but become uncomfortable after that. Also, I have found that I have developed a rash on both of my ears. Not sure what material the headphones are made from. I have never had an issue with latex or other materials that you are commonly asked about while visiting the doctor.","02 1, 2014",A1L7DWC5NTOH0E,Patrick Kohler,"Nice sound, light on the noise canceling, now have an ear rash....",1391212800
B009BXXXL0,Electronics,"[1, 1]",4,I purchased this item on a lightning deal and snagged it for 5bucks.It's a very sturdy case and the pleather adds a nice classy/business like style to it.But man the stylus is a piece of s*%#. It only worked for a few hours then I noticed the little ball started cracking because I had to press harder on it just to get the damn thing to work in the first place. *sighs* well I guess now I can at least make use of the pen part of the stylus.I ordered a wholesale pack elsewhere of stylus's for $9 and was wayyyy worth it!,"01 26, 2014",A6URLRH7KLZNW,CE,Crappy stylus.,1390694400
B0049YQVHE,Electronics,"[0, 0]",5,"Quick and easy to set up, has a nice UI and a bunch of options to fiddle with, plus a nice range for a ~1400 sq ft house. This replaced an older Belkin router I had that kept dropping its wifi signal and had a poor range.","03 24, 2014",A32A37G7JZI7V2,Dustin,Fantastic,1395619200
B001S4OTS6,Electronics,"[1, 1]",5,"This keyboard and mouse works just great, I have had no problems.  It was easy to install, works well and I just love it.  The mouse is a little big but I expected that and it just works and fits well with my desktop computer.","01 20, 2014",A1BTULXPTQBGQ0,Shopping Diva,Microsoft Wireless Destop 3000,1390176000
